"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.048715941E1,3.703653812E-3,-5.973023176E-2,3.822040558E-2,7.100857019E-2
6.049215940E1,-8.632659912E-3,-4.185450077E-2,1.361656189E-1,1.427143925E-1
6.049715941E1,-3.310841322E-2,-1.508587599E-2,1.841707230E-1,1.877301411E-1
6.050215940E1,-5.624216795E-2,1.855999231E-2,1.814250946E-1,1.908473728E-1
6.050715940E1,-6.992256641E-2,5.247670412E-2,1.318454742E-1,1.581967093E-1
6.051215941E1,-7.543319464E-2,6.449776888E-2,8.396530151E-2,1.300011573E-1
6.051715940E1,-5.003058910E-2,6.097996235E-2,1.332378387E-2,7.999461776E-2
6.052215941E1,-4.178118706E-2,5.906730890E-2,-3.777980804E-2,8.162063752E-2
6.052715941E1,-1.582270861E-2,2.623194456E-2,-8.693790436E-2,9.217739548E-2
6.053215940E1,1.149052382E-2,1.508915424E-2,-1.342706680E-1,1.356035656E-1
6.053715941E1,4.583895206E-2,-1.163107157E-2,-1.569805145E-1,1.639493010E-1
6.054215941E1,7.592773438E-2,-3.545171022E-2,-1.356029510E-1,1.594051597E-1
6.054715940E1,9.633523226E-2,-3.569817543E-2,-9.284114838E-2,1.384713528E-1
6.055215941E1,1.072203517E-1,-2.840697765E-2,-2.131938934E-2,1.129498852E-1
6.055715941E1,9.908151627E-2,-2.223128080E-2,2.499580383E-3,1.015757088E-1
6.056215940E1,7.450777292E-2,-4.909038544E-4,3.476333618E-2,8.222006297E-2
6.056715941E1,6.160324812E-2,1.510679722E-2,4.916191101E-2,8.025004047E-2
6.057215940E1,4.458701611E-2,3.064292669E-2,1.480484009E-2,5.609076797E-2
6.057715940E1,2.118128538E-2,4.210108519E-2,-9.808540344E-3,4.813892072E-2
6.058215941E1,4.114627838E-3,5.225616693E-2,-3.145027161E-2,6.112901708E-2
6.058715940E1,3.439486027E-3,4.059994221E-2,-2.900028229E-2,5.001201600E-2
6.059215941E1,-5.051434040E-3,4.203492403E-2,-1.802062988E-2,4.601298649E-2
6.059715941E1,-2.248919010E-2,3.125244379E-2,-1.405906677E-2,4.098946539E-2
6.060215940E1,-1.221704483E-2,1.774209738E-2,-1.873493195E-2,2.854883323E-2
6.060715941E1,-1.365691423E-2,1.553416252E-3,-4.264831543E-3,1.439142788E-2
6.061215941E1,-2.441543341E-2,-1.137250662E-2,-1.015663147E-3,2.695327191E-2
6.061715940E1,-2.942711115E-2,-1.053583622E-2,9.469985962E-3,3.265944503E-2
6.062215941E1,-2.689683437E-2,-2.862501144E-2,-3.547668457E-3,3.943877446E-2
6.062715940E1,-3.490799665E-2,-3.362834454E-2,-3.574371338E-3,4.860257110E-2
6.063215940E1,-3.640770912E-2,-4.615968466E-2,-1.795291901E-2,6.146987125E-2
6.063715941E1,-5.009108782E-2,-3.366583586E-2,-2.429199219E-2,6.505848497E-2
6.064215940E1,-4.805195332E-2,-4.039579630E-2,-2.458858490E-2,6.741964909E-2
6.064715941E1,-3.139615059E-2,-3.169739246E-2,-1.943588257E-2,4.866411914E-2
6.065215941E1,-2.405363321E-2,-2.619534731E-2,-2.335166931E-2,4.254496387E-2
6.065715940E1,-2.007400990E-2,-2.364021540E-2,-2.995491028E-3,3.115764150E-2
6.066215941E1,-2.723813057E-2,-1.708090305E-2,-2.068519592E-3,3.221725903E-2
6.066715941E1,-1.331883669E-2,-6.591737270E-3,-7.725715637E-3,1.674900275E-2
6.067215940E1,-1.286989450E-2,1.378774643E-3,-9.283065796E-3,1.592829290E-2
6.067715941E1,-1.722896099E-2,-4.131436348E-3,1.666736603E-2,2.432502731E-2
6.068215941E1,-2.609574795E-2,-7.389187813E-4,4.771232605E-3,2.653862699E-2
6.068715940E1,-1.360070705E-2,6.587982178E-3,5.084991455E-3,1.594483865E-2
6.069215941E1,-5.884885788E-3,-6.651282310E-4,-1.084804535E-2,1.235938365E-2
6.069715940E1,-1.129865646E-3,9.972453117E-4,6.198883057E-5,1.508289497E-3
6.070215940E1,-5.038440228E-3,5.873680115E-3,1.146125793E-2,1.382918766E-2
6.070715941E1,-1.298636198E-2,-3.601729870E-3,2.092361450E-3,1.363803622E-2
6.071215940E1,-4.298567772E-3,-5.093932152E-3,9.223937988E-3,1.138010816E-2
6.071715941E1,6.012439728E-3,-6.363630295E-3,1.943397522E-2,2.131489186E-2
6.072215941E1,6.910562515E-4,-9.507536888E-4,1.129245758E-2,1.135346157E-2
6.072715940E1,7.405817509E-3,-5.883455276E-3,9.641647339E-4,9.507407249E-3
6.073215941E1,1.987212896E-2,-4.548013210E-3,-1.933193207E-2,2.809465307E-2
6.073715941E1,1.679915190E-2,-3.916978836E-3,-1.249027252E-2,2.129697479E-2
6.074215940E1,2.691102028E-2,-1.344543695E-2,-2.119636536E-2,3.680038983E-2
6.074715941E1,3.221821785E-2,-9.499132633E-3,-1.819705963E-2,3.820183322E-2
6.075215940E1,3.372561932E-2,-4.840433598E-3,-2.152442932E-2,4.030072274E-2
6.075715940E1,3.377246857E-2,-1.051056385E-2,-8.375167847E-3,3.634824648E-2
6.076215941E1,3.283351660E-2,-2.113008499E-2,2.364158630E-3,3.911661476E-2
6.076715940E1,1.198917627E-2,-1.108956337E-2,-3.295326233E-2,3.677820362E-2
6.077215941E1,1.758027077E-2,-7.625997066E-3,-3.103828430E-2,3.647734700E-2
6.077715941E1,4.372441769E-2,-1.239216328E-2,2.131938934E-2,5.019867304E-2
6.078215940E1,4.770135880E-2,-1.004832983E-2,5.366992950E-2,7.250413710E-2
6.078715941E1,3.189975023E-2,-2.673923969E-3,-8.611679077E-4,3.202320322E-2
6.079215941E1,3.486788273E-2,-9.707152843E-3,-8.438587189E-2,9.182033237E-2
6.079715940E1,3.202241659E-2,-1.596528292E-2,-8.483982086E-2,9.207671056E-2
6.080215941E1,3.154826164E-2,-2.642267942E-2,2.520656586E-2,4.825786737E-2
6.080715941E1,6.882131100E-3,-1.489728689E-2,1.785373688E-1,1.792899466E-1
6.081215940E1,-3.397667408E-2,5.616486073E-3,2.313957214E-1,2.339443079E-1
6.081715941E1,-6.765443087E-2,8.516311646E-4,1.848764420E-1,1.968683471E-1
6.082215940E1,-6.975191832E-2,2.126085758E-2,9.092140198E-2,1.165506564E-1
6.082715940E1,-7.275772095E-2,3.711575270E-2,1.367187500E-2,8.281416076E-2
6.083215941E1,-5.791574717E-2,3.408485651E-2,-4.481697083E-2,8.077482335E-2
6.083715940E1,-4.337787628E-2,2.490216494E-2,-9.669208527E-2,1.088628372E-1
6.084215941E1,-1.948481798E-2,1.396167278E-2,-1.027755737E-1,1.055339045E-1
6.084715941E1,-7.032930851E-3,2.866327763E-3,-6.509590149E-2,6.553742703E-2
6.085215940E1,4.202485085E-3,-9.898185730E-3,1.332378387E-2,1.712186258E-2
6.085715941E1,1.543229818E-2,-7.346451283E-3,3.198719025E-2,3.626715475E-2
6.086215941E1,2.448898554E-2,-1.039248705E-2,1.980209351E-2,3.316379211E-2
6.086715940E1,2.180272341E-2,-1.678466797E-3,5.701065063E-3,2.259818890E-2
6.087215941E1,1.491057873E-2,8.090138435E-4,1.185035706E-2,1.906333716E-2
6.087715940E1,1.425206661E-2,-3.152489662E-4,-8.108139038E-3,1.640008242E-2
6.088215940E1,6.101131439E-4,1.884448528E-2,-2.590942383E-2,3.204348774E-2
6.088715941E1,5.896985531E-3,2.123498917E-2,-2.742671967E-2,3.518414636E-2
6.089215940E1,2.277731895E-3,1.560801268E-2,-6.490802765E-2,6.679708209E-2
6.089715941E1,-3.399312496E-3,3.813558817E-2,-6.369686127E-2,7.431802302E-2
6.090215941E1,7.812917233E-3,3.215521574E-2,-6.843662262E-2,7.601691187E-2
6.090715940E1,9.012043476E-3,2.435958385E-2,-6.274700165E-2,6.791017942E-2
6.091215941E1,8.069276810E-3,2.905970812E-2,-4.459857941E-2,5.383876995E-2
6.091715941E1,8.371174335E-3,1.964718103E-2,-4.194736481E-2,4.707090074E-2
6.092215940E1,-2.391934395E-4,2.286672592E-2,-1.862621307E-2,2.949373122E-2
6.092715941E1,1.752436161E-3,1.668292284E-2,8.384704590E-3,1.875351215E-2
6.093215941E1,-1.465022564E-3,4.912018776E-3,1.259803772E-2,1.360091078E-2
6.093715940E1,-8.483529091E-3,-9.743869305E-3,1.960086823E-2,2.347567443E-2
6.094215941E1,-1.002371311E-2,-1.563483477E-2,1.083374023E-3,1.860367120E-2
6.094715940E1,-9.417355061E-3,-1.382273436E-2,-1.505756378E-2,2.250521692E-2
6.095215940E1,-1.496982574E-2,-8.909344673E-3,-3.106975555E-2,3.562024446E-2
6.095715941E1,-1.531374454E-2,-1.820254326E-2,-4.737567902E-2,5.301224684E-2
6.096215940E1,-1.524043083E-2,-1.865917444E-2,-6.098461151E-2,6.557101771E-2
6.096715941E1,-1.664024591E-2,-3.035438061E-2,-4.074859619E-2,5.346713287E-2
6.097215941E1,-1.674789190E-2,-2.950596809E-2,-1.335906982E-2,3.646311538E-2
6.097715940E1,-1.968955994E-2,-3.458905220E-2,1.072978973E-2,4.122147123E-2
6.098215941E1,-2.201533318E-2,-4.604762793E-2,4.708003998E-2,6.943766339E-2
6.098715941E1,-2.965921164E-2,-2.751129866E-2,7.680797577E-2,8.681016951E-2
6.099215940E1,-2.493536472E-2,-3.393828869E-2,6.967639923E-2,8.141486635E-2
6.099715941E1,-2.482289076E-2,-1.171958447E-2,8.416557312E-2,8.852891202E-2
6.100215940E1,-1.507741213E-2,-1.511031389E-2,6.405735016E-2,6.752032325E-2
6.100715940E1,-1.585549116E-2,-1.478689909E-2,4.324245453E-2,4.837312124E-2
6.101215941E1,-5.767881870E-3,-7.343173027E-3,1.753807068E-2,1.986893491E-2
6.101715940E1,-3.834068775E-3,-1.089060307E-2,-1.687335968E-2,2.044542945E-2
6.102215941E1,5.970716476E-3,-7.794857025E-3,-1.961517334E-2,2.193545706E-2
6.102715941E1,1.211440563E-2,-1.153188944E-2,-4.312515259E-3,1.727255296E-2
6.103215940E1,1.789617538E-2,1.658678055E-3,1.110744476E-2,2.112817161E-2
6.103715941E1,1.493942738E-2,-7.988333702E-3,2.322673798E-2,2.874858819E-2
6.104215941E1,9.376049042E-3,-2.094089985E-2,2.866935730E-2,3.672007122E-2
6.104715940E1,2.306586504E-2,-2.604448795E-2,3.137016296E-2,4.684481409E-2
6.105215941E1,9.917140007E-3,-2.270025015E-2,4.724502563E-2,5.334551031E-2
6.105715941E1,5.080759525E-3,-2.757287025E-2,3.852653503E-2,4.764841228E-2
6.106215940E1,5.480110645E-3,-9.303689003E-3,5.979156494E-2,6.075871526E-2
6.106715941E1,-1.179409027E-2,-8.040428162E-3,3.080272675E-2,3.394933026E-2
6.107215940E1,-4.290878773E-3,-2.079248428E-3,2.525615692E-2,2.570230295E-2
6.107715940E1,-1.107764244E-2,1.802861691E-3,9.236335754E-3,1.453528020E-2
6.108215941E1,-1.093178988E-2,-3.073155880E-3,-4.155158997E-3,1.209188419E-2
6.108715940E1,1.354414225E-2,-6.932497025E-3,-1.270389557E-2,1.982151020E-2
6.109215941E1,-8.875131607E-4,-2.625465393E-3,-1.265716553E-2,1.295702849E-2
6.109715941E1,8.524298668E-3,-1.065397263E-2,-1.261615753E-2,1.858327827E-2
6.110215940E1,-5.912005901E-3,-2.060770988E-3,-1.308631897E-2,1.450690646E-2
6.110715941E1,2.207249403E-2,-6.638526917E-3,-1.382541656E-2,2.687763337E-2
6.111215941E1,2.253264189E-2,-8.064508438E-4,-3.026962280E-3,2.274934755E-2
6.111715940E1,2.248847485E-2,-4.256308079E-3,-1.298141479E-2,2.631282557E-2
6.112215941E1,8.506476879E-3,3.877758980E-3,-1.266479492E-2,1.574148005E-2
6.112715940E1,1.157742739E-2,2.106249332E-3,-7.818222046E-3,1.412790526E-2
6.113215940E1,1.331305504E-2,1.502752304E-3,-1.229190826E-2,1.818204355E-2
6.113715941E1,-4.076957703E-5,6.251692772E-3,6.033897400E-3,8.688684740E-3
6.114215940E1,-1.162886620E-3,4.274427891E-3,4.768371582E-4,4.455380204E-3
6.114715941E1,-6.231009960E-3,1.218914986E-2,-3.354072571E-3,1.409434859E-2
6.115215941E1,-9.105503559E-3,1.018863916E-2,-5.761146545E-3,1.482934161E-2
6.115715940E1,-1.243877411E-2,8.164525032E-3,-1.719093323E-2,2.273567143E-2
6.116215941E1,-9.880185127E-3,1.581263542E-2,-1.877593994E-2,2.646116811E-2
6.116715941E1,-2.198064327E-2,9.665012360E-3,3.899574280E-3,2.432627843E-2
6.117215940E1,-2.196222544E-2,4.154086113E-3,-1.770973206E-2,2.851719459E-2
6.117715941E1,-7.401645184E-3,2.542912960E-3,-1.330471039E-2,1.543586979E-2
6.118215941E1,-6.713569164E-3,1.141178608E-2,6.118774414E-3,1.458561870E-2
6.118715940E1,-3.961563110E-3,5.189478397E-3,1.635551453E-3,6.730504949E-3
6.119215941E1,-6.647348404E-3,8.346438408E-3,7.799148560E-3,1.321654241E-2
6.119715940E1,-6.246328354E-3,1.044631004E-2,4.788398743E-3,1.307940266E-2
6.120215940E1,4.211425781E-3,2.243757248E-3,5.084991455E-3,6.973355849E-3
6.120715941E1,-8.329212666E-3,-3.357172012E-3,5.239486694E-3,1.039704806E-2
6.121215940E1,-7.912755013E-3,4.814445972E-3,-1.679706573E-2,1.918155362E-2
6.121715941E1,-1.013249159E-2,-1.691579819E-3,-7.283210754E-3,1.259261637E-2
6.122215941E1,-1.422250271E-2,-2.229511738E-3,-5.949020386E-3,1.557694288E-2
6.122715940E1,-1.349055767E-2,6.049871445E-4,-5.722045898E-4,1.351623371E-2
6.123215941E1,-1.831501722E-2,6.937086582E-3,-1.177787781E-3,1.962014807E-2
6.123715941E1,-1.097333431E-2,-1.005172729E-3,8.028030396E-3,1.363355090E-2
6.124215940E1,-9.084165096E-3,2.397179604E-3,2.412891388E-2,2.589349359E-2
6.124715941E1,-9.824097157E-3,-1.514792442E-3,1.161956787E-2,1.529123404E-2
6.125215940E1,-1.526731253E-2,2.861261368E-3,2.026748657E-2,2.553524350E-2
6.125715940E1,-1.164633036E-2,4.929661751E-3,9.534835815E-3,1.583829757E-2
6.126215941E1,-1.167309284E-2,7.896900177E-3,1.451206207E-2,2.022923811E-2
6.126715940E1,-3.364861012E-3,-4.818618298E-3,2.192687988E-2,2.270086856E-2
6.127215941E1,-1.123666763E-3,-1.084256172E-2,3.482437134E-2,3.649055509E-2
6.127715941E1,-5.159318447E-3,3.022849560E-3,9.975433350E-3,1.163036787E-2
6.128215940E1,3.240346909E-3,2.978980541E-3,-1.952362061E-2,2.001364371E-2
6.128715941E1,-9.301066399E-3,-6.619095802E-3,-1.290798187E-2,1.723189663E-2
6.129215941E1,-5.473852158E-3,-8.356571198E-3,-1.077365875E-2,1.469241514E-2
6.129715940E1,7.965624332E-3,-1.002067327E-2,-1.246929169E-2,1.787031894E-2
6.130215941E1,1.205295324E-2,-5.386292934E-3,-1.762676239E-2,2.202245640E-2
6.130715941E1,3.139913082E-3,-4.051148891E-3,-5.613327026E-3,7.601335528E-3
6.131215940E1,9.994506836E-4,-1.809984446E-2,-1.796913147E-2,2.552436007E-2
6.131715941E1,8.949756622E-3,3.543257713E-3,-1.339149475E-2,1.649196624E-2
6.132215940E1,-1.483982801E-2,-1.707941294E-2,7.276535034E-4,2.263749813E-2
6.132715940E1,1.484215260E-3,-1.530963182E-2,-1.639366150E-3,1.546852426E-2
6.133215941E1,1.097083092E-2,5.578219891E-3,3.108024597E-3,1.269391528E-2
6.133715940E1,2.258479595E-3,7.105469704E-4,-1.636695862E-2,1.653731966E-2
6.134215941E1,4.123508930E-3,4.363834858E-3,-7.271766663E-3,9.430003762E-3
6.134715941E1,-1.037418842E-2,-2.944171429E-3,-4.888534546E-3,1.184017318E-2
6.135215940E1,-3.036320210E-3,-3.713548183E-3,-4.422187805E-3,6.524218383E-3
6.135715941E1,-1.388573647E-2,2.563059330E-3,1.182365417E-2,1.841688759E-2
6.136215941E1,-2.019053698E-2,7.462143898E-3,2.209377289E-2,3.084600745E-2
6.136715940E1,-1.473379135E-2,-3.373682499E-3,1.439285278E-2,2.087152492E-2
6.137215941E1,-1.755881310E-2,-2.971529961E-3,9.012222290E-3,1.995900945E-2
6.137715940E1,-2.501887083E-2,1.070141792E-3,1.238059998E-2,2.793507395E-2
6.138215940E1,-5.815148354E-3,-2.952337265E-3,-6.859779358E-3,9.465137006E-3
6.138715941E1,-1.686841249E-2,-8.249759674E-3,2.312850952E-2,2.979143883E-2
6.139215940E1,1.301538944E-2,-2.700984478E-3,-1.171207428E-2,1.771633042E-2
6.139715941E1,-2.370655537E-3,-2.465188503E-3,3.551483154E-3,4.930536951E-3
6.140215941E1,5.158603191E-3,-6.732761860E-3,3.637313843E-3,9.228830974E-3
6.140715940E1,-6.897449493E-4,-6.221711636E-3,1.775264740E-2,1.882397231E-2
6.141215941E1,4.739344120E-3,-9.202957153E-3,-3.070831299E-3,1.079749082E-2
6.141715941E1,5.947291851E-3,4.190802574E-3,9.412765503E-3,1.189677523E-2
6.142215940E1,-3.585755825E-3,6.586015224E-3,4.143714905E-3,8.567590944E-3
6.142715941E1,-3.087639809E-3,1.883506775E-3,1.435661316E-2,1.480518351E-2
6.143215941E1,5.224764347E-3,1.957893372E-3,2.035808563E-2,2.110884079E-2
6.143715940E1,8.628070354E-3,-5.352199078E-3,2.078056335E-3,1.036378074E-2
6.144215941E1,9.162664413E-3,-1.446229219E-2,-2.039432526E-2,2.662782036E-2
6.144715940E1,1.687711477E-2,-8.966207504E-3,-4.987335205E-2,5.340956024E-2
6.145215940E1,7.894217968E-3,-7.380545139E-3,-5.465602875E-2,5.571420467E-2
6.145715941E1,1.753562689E-2,-2.930879593E-3,-4.339504242E-2,4.689582041E-2
6.146215940E1,1.197916269E-2,2.215921879E-3,1.031875610E-3,1.222601390E-2
6.146715941E1,-8.529484272E-3,-7.264614105E-4,7.688426971E-2,7.735936128E-2
6.147215941E1,-1.286667585E-2,-1.148402691E-2,1.201047897E-1,1.213366999E-1
6.147715940E1,-1.416558027E-2,-8.388459682E-3,1.289539337E-1,1.300005652E-1
6.148215941E1,3.278255463E-6,-1.941323280E-3,1.464080811E-1,1.464209512E-1
6.148715941E1,-1.096767187E-2,-2.469897270E-3,2.231073380E-1,2.233904082E-1
6.149215940E1,-1.766103506E-2,-1.848042011E-3,3.053455353E-1,3.058614447E-1
6.149715941E1,-5.192786455E-2,1.963180304E-2,2.862348557E-1,2.915686941E-1
6.150215940E1,-8.197981119E-2,3.456348181E-2,1.698188782E-1,1.917127411E-1
6.150715940E1,-8.886224031E-2,3.531634808E-2,-7.542037964E-2,1.217865997E-1
6.151215941E1,-6.713181734E-2,2.670723200E-2,-3.214378357E-1,3.294574925E-1
6.151715940E1,-3.364974260E-2,1.053029299E-2,-4.277267456E-1,4.291775404E-1
6.152215941E1,-6.121039391E-3,-1.154005527E-2,-3.493843079E-1,3.496284236E-1
6.152715941E1,6.520926952E-3,-2.717775106E-2,-1.069822311E-1,1.105728286E-1
6.153215940E1,1.666319370E-2,-3.436106443E-2,7.557296753E-2,8.467359798E-2
6.153715941E1,3.535521030E-2,-4.253381491E-2,1.173963547E-1,1.297729571E-1
6.154215941E1,4.578667879E-2,-5.293315649E-2,6.749439240E-2,9.723081824E-2
6.154715940E1,4.825830460E-2,-3.687757254E-2,4.785537720E-3,6.092389260E-2
6.155215941E1,3.372138739E-2,-1.874446869E-2,2.388381958E-2,4.537536679E-2
6.155715941E1,5.644440651E-3,4.869222641E-3,8.720588684E-2,8.752391524E-2
6.156215940E1,-3.665655851E-2,3.266340494E-2,1.420764923E-1,1.503207603E-1
6.156715941E1,-5.226641893E-2,3.550618887E-2,1.802549362E-1,1.910086648E-1
6.157215940E1,-6.191891432E-2,6.687980890E-2,1.822662354E-1,2.037838103E-1
6.157715940E1,-6.123805046E-2,5.291974545E-2,1.571397781E-1,1.767583326E-1
6.158215941E1,-6.380802393E-2,3.111028671E-2,9.394454956E-2,1.177492771E-1
6.158715940E1,-5.405378342E-2,-4.673600197E-4,1.655578613E-3,5.408115076E-2
6.159215941E1,-3.057169914E-2,-2.050143480E-2,-9.555435181E-2,1.023990809E-1
6.159715941E1,9.700834751E-3,-4.064500332E-2,-1.686687469E-1,1.737678586E-1
6.160215940E1,4.693239927E-2,-2.601385117E-2,-2.048187256E-1,2.117311524E-1
6.160715941E1,7.717227936E-2,-1.483166218E-2,-1.894102097E-1,2.050652736E-1
6.161215941E1,9.544795752E-2,-9.353756905E-3,-1.240644455E-1,1.568113261E-1
6.161715940E1,9.639191628E-2,3.004193306E-3,-6.179809570E-2,1.145400861E-1
6.162215941E1,8.395820856E-2,1.526051760E-2,-1.093959808E-2,8.603219739E-2
6.162715940E1,6.241399050E-2,3.113484383E-2,2.158641815E-2,7.301272600E-2
6.163215940E1,4.804879427E-2,3.332000971E-2,2.768516541E-2,6.469449792E-2
6.163715941E1,3.327417374E-2,3.980058432E-2,4.490852356E-3,5.207134437E-2
6.164215940E1,3.015422821E-2,3.162157536E-2,1.158905029E-2,4.520517220E-2
6.164715941E1,8.226513863E-3,4.268658161E-2,-3.129005432E-3,4.358452082E-2
6.165215941E1,9.707212448E-3,2.646231651E-2,-1.764011383E-2,3.325143282E-2
6.165715940E1,-3.331363201E-3,1.483333111E-2,-8.616447449E-3,1.747480641E-2
6.166215941E1,-2.297943830E-2,7.485628128E-3,-4.102706909E-3,2.451369856E-2
6.166715941E1,-2.922433615E-2,3.226339817E-3,6.886482239E-3,3.019759476E-2
6.167215940E1,-2.586305141E-2,-1.743769646E-2,-1.313591003E-2,3.384557310E-2
6.167715941E1,-2.196842432E-2,-2.058565617E-2,-1.553916931E-2,3.387988621E-2
6.168215941E1,-3.217560053E-2,-3.005248308E-2,-2.150440216E-2,4.899857468E-2
6.168715940E1,-3.603810072E-2,-3.460341692E-2,-3.054141998E-2,5.855697653E-2
6.169215941E1,-4.124438763E-2,-4.021555185E-2,-2.705001831E-2,6.364034579E-2
6.169715940E1,-4.501163960E-2,-2.382791042E-2,-2.166843414E-2,5.534743040E-2
6.170215940E1,-3.587514162E-2,-2.991759777E-2,-9.548187256E-3,4.767867786E-2
6.170715941E1,-4.808205366E-2,-3.917056322E-2,-1.238059998E-2,6.324156990E-2
6.171215940E1,-4.177290201E-2,-3.026938438E-2,-1.349449158E-2,5.332271820E-2
6.171715941E1,-2.705490589E-2,-2.832013369E-2,-2.205848694E-2,4.495080367E-2
6.172215941E1,-2.634161711E-2,-1.222795248E-2,-1.504039764E-2,3.270500229E-2
6.172715940E1,-3.810983896E-2,-2.302110195E-3,-7.986068726E-3,3.900559999E-2
6.173215941E1,-2.251225710E-2,-5.371093750E-3,2.766609192E-3,2.330889303E-2
6.173715941E1,-3.638565540E-3,1.189810038E-2,-8.574485779E-3,1.511045195E-2
6.174215940E1,-1.047086716E-2,1.593405008E-2,-9.135246277E-3,2.114203717E-2
6.174715941E1,-4.230558872E-3,9.820282459E-3,-2.768516541E-3,1.104537278E-2
6.175215940E1,-1.498287916E-2,1.001006365E-2,-9.355545044E-4,1.804337287E-2
6.175715940E1,-2.006566525E-2,1.542043686E-2,1.298236847E-2,2.844226935E-2
6.176215941E1,-7.819235325E-3,5.802512169E-3,1.651287079E-2,1.916988498E-2
6.176715940E1,-2.943634987E-3,9.886503220E-3,2.146053314E-2,2.381097259E-2
6.177215941E1,-1.370036602E-2,-6.010591984E-3,1.952075958E-2,2.459445669E-2
6.177715941E1,-1.494586468E-3,-6.115555763E-3,2.390480042E-2,2.471989672E-2
6.178215940E1,-6.528437138E-3,-8.131027222E-3,2.565002441E-2,2.768858696E-2
6.178715941E1,6.542742252E-3,-9.155213833E-3,1.205348969E-2,1.648975531E-2
6.179215941E1,6.790697575E-3,-1.280909777E-2,1.659393311E-2,2.203508963E-2
6.179715940E1,1.656603813E-2,-9.344637394E-3,-1.681327820E-3,1.909404961E-2
6.180215941E1,2.793025970E-2,-2.474308014E-3,-2.975463867E-3,2.819707418E-2
6.180715941E1,2.402281761E-2,-7.549643517E-3,7.917404175E-3,2.639655607E-2
6.181215940E1,2.856385708E-2,-1.077133417E-2,4.031181335E-3,3.079230414E-2
6.181715941E1,2.970069647E-2,-9.504854679E-3,-1.109600067E-2,3.309977136E-2
6.182215940E1,1.934760809E-2,-1.378846169E-2,-4.663467407E-2,5.233779170E-2
6.182715940E1,2.481257915E-2,-1.091098785E-2,-7.322311401E-2,7.807905075E-2
6.183215941E1,3.531140089E-2,-1.549303532E-2,-7.317924500E-2,8.271717521E-2
6.183715940E1,3.973323107E-2,-9.286463261E-3,-1.216411591E-2,4.257855994E-2
6.184215941E1,2.852100134E-2,-3.907203674E-3,-1.253223419E-2,3.139698476E-2
6.184715941E1,2.235990763E-2,3.012180328E-3,-1.139039993E-1,1.161170089E-1
6.185215940E1,4.667097330E-2,-2.121728659E-2,-1.588735580E-1,1.669405896E-1
6.185715941E1,3.045976162E-2,-2.461338043E-2,-6.151485443E-2,7.292251292E-2
6.186215941E1,2.055591345E-2,-2.666652203E-2,1.212406158E-1,1.258289947E-1
6.186715940E1,3.814578056E-3,-1.264601946E-2,2.267370224E-1,2.271214436E-1
6.187215941E1,-2.483314276E-2,-4.423975945E-3,2.210569382E-1,2.224914076E-1
6.187715940E1,-3.205835819E-2,1.260203123E-2,1.893663406E-1,1.924737917E-1
6.188215940E1,-3.841811419E-2,1.792830229E-2,1.180858612E-1,1.254657170E-1
6.188715941E1,-5.713516474E-2,8.945465088E-3,4.540061951E-2,7.352322522E-2
6.189215940E1,-2.697479725E-2,1.744353771E-2,-1.514816284E-2,3.551596165E-2
6.189715941E1,-4.387754202E-2,-2.344906330E-3,-4.052543640E-2,5.977498034E-2
6.190215941E1,-2.778387070E-2,-1.024663448E-2,-4.972934723E-2,5.787870908E-2
6.190715940E1,-1.418256760E-2,-1.179879904E-2,-5.083751678E-2,5.408151251E-2
6.191215941E1,-1.437115669E-2,-1.434254646E-2,-5.271720886E-2,5.649197194E-2
6.191715941E1,-6.119191647E-3,-2.389031649E-2,-6.305694580E-2,6.770797694E-2
6.192215940E1,3.219008446E-3,-1.643532515E-2,-5.772209167E-2,6.010259392E-2
6.192715941E1,8.410573006E-3,-9.168922901E-3,-5.097866058E-2,5.247504855E-2
6.193215941E1,8.160710335E-3,1.524853706E-2,-2.142333984E-2,2.753315394E-2
6.193715940E1,6.239771843E-3,1.702147722E-2,-1.808547974E-2,2.560761638E-2
6.194215941E1,1.547312737E-2,2.174293995E-2,-3.399467468E-2,4.321817922E-2
6.194715940E1,1.840585470E-2,4.180192947E-2,-5.687141418E-2,7.294199440E-2
6.195215940E1,1.802444458E-2,4.383867979E-2,-6.171894073E-2,7.781990808E-2
6.195715941E1,1.770395041E-2,3.302419186E-2,-5.526447296E-2,6.676967185E-2
6.196215940E1,3.499805927E-2,3.762000799E-2,-3.507995605E-2,6.221521093E-2
6.196715941E1,1.669383049E-2,2.724903822E-2,1.173019409E-3,3.197764899E-2
6.197215941E1,1.712644100E-2,1.972401142E-2,2.093410492E-2,3.347519017E-2
6.197715940E1,1.216131449E-2,9.543001652E-3,3.003787994E-2,3.378225395E-2
6.198215941E1,-8.690834045E-3,-1.329004765E-3,3.072261810E-2,3.195584631E-2
6.198715941E1,-5.419850349E-3,-6.519913673E-3,-1.357078552E-3,8.586367935E-3
6.199215940E1,-2.276891470E-2,-1.689493656E-3,-2.999973297E-2,3.769962657E-2
6.199715941E1,-2.625626326E-2,-5.416572094E-3,-3.730297089E-2,4.593737313E-2
6.200215940E1,-2.613395452E-2,-1.584047079E-2,-5.685997009E-2,6.455199682E-2
